user_id,variant,metric,timestamp,device_type,age_group
user_000054,control,115.46499283743927,2024-01-03 06:00:00,mobile,25-34
user_000055,control,113.96920178674299,2024-01-03 07:00:00,tablet,45+
user_000056,control,87.41173715166042,2024-01-03 08:00:00,tablet,45+
user_000057,control,95.36181436223178,2024-01-03 09:00:00,desktop,45+
user_000058,control,104.96895147105346,2024-01-03 10:00:00,desktop,35-44
user_000059,control,114.63317690683539,2024-01-03 11:00:00,desktop,18-24
user_000060,control,92.81238643232065,2024-01-03 12:00:00,desktop,18-24
user_000061,control,97.21511535004274,2024-01-03 13:00:00,desktop,35-44
user_000062,control,83.40497538990958,2024-01-03 14:00:00,desktop,18-24
user_000063,control,82.05690063878994,2024-01-03 15:00:00,desktop,25-34
user_000064,control,112.18788733591298,2024-01-03 16:00:00,desktop,18-24
user_000065,control,120.34360042856234,2024-01-03 17:00:00,mobile,35-44
user_000066,control,98.91984817629499,2024-01-03 18:00:00,tablet,35-44
user_000067,control,115.05299346838036,2024-01-03 19:00:00,desktop,25-34
user_000068,control,105.42454037571451,2024-01-03 20:00:00,desktop,45+
user_000069,control,90.32320368092314,2024-01-03 21:00:00,tablet,35-44
user_000070,control,105.4209340826262,2024-01-03 22:00:00,mobile,25-34
user_000071,control,123.07054849698955,2024-01-03 23:00:00,tablet,18-24
user_000072,control,99.46260941335073,2024-01-04 00:00:00,tablet,18-24
user_000073,control,123.4696548372101,2024-01-04 01:00:00,desktop,25-34
user_000074,control,60.703823438653835,2024-01-04 02:00:00,tablet,25-34
user_000075,control,112.32853756562835,2024-01-04 03:00:00,tablet,35-44
user_000076,control,101.30570602357257,2024-01-04 04:00:00,desktop,18-24
user_000077,control,95.51488974301199,2024-01-04 05:00:00,desktop,25-34
user_000078,control,101.37641164803253,2024-01-04 06:00:00,desktop,18-24
user_000079,control,70.18646628098661,2024-01-04 07:00:00,desktop,25-34
user_000080,control,96.70492168243732,2024-01-04 08:00:00,tablet,18-24
user_000081,control,105.35668857267619,2024-01-04 09:00:00,tablet,45+
user_000082,control,122.16841067112274,2024-01-04 10:00:00,mobile,35-44
user_000083,control,92.22594672589528,2024-01-04 11:00:00,mobile,18-24
user_000084,control,87.87259595660218,2024-01-04 12:00:00,tablet,45+
user_000085,control,92.47364434623195,2024-01-04 13:00:00,mobile,18-24
user_000086,control,113.73103176553111,2024-01-04 14:00:00,tablet,18-24
user_000087,control,104.93126664489526,2024-01-04 15:00:00,mobile,45+
user_000088,control,92.05359694349441,2024-01-04 16:00:00,desktop,18-24
user_000089,control,107.69901149670034,2024-01-04 17:00:00,mobile,18-24
user_000090,control,101.4561632402206,2024-01-04 18:00:00,desktop,35-44
user_000091,control,114.52967485799334,2024-01-04 19:00:00,desktop,45+
user_000092,control,89.46920359183972,2024-01-04 20:00:00,desktop,45+
user_000093,control,95.08506780103347,2024-01-04 21:00:00,desktop,25-34
user_000094,control,94.11837770301764,2024-01-04 22:00:00,mobile,18-24
user_000095,control,78.04727577801822,2024-01-04 23:00:00,tablet,35-44
user_000096,control,104.44180415596864,2024-01-05 00:00:00,desktop,18-24
user_000097,control,103.91582908269834,2024-01-05 01:00:00,mobile,18-24
user_000098,control,100.07670184963692,2024-01-05 02:00:00,desktop,25-34
user_000099,control,96.4811929993728,2024-01-05 03:00:00,mobile,18-24
user_000100,control,78.76943886924379,2024-01-05 04:00:00,mobile,35-44
user_000101,control,93.69032015851961,2024-01-05 05:00:00,mobile,35-44
user_000102,control,94.85928225209845,2024-01-05 06:00:00,tablet,25-34
user_000103,control,87.96584096167572,2024-01-05 07:00:00,mobile,18-24
user_000104,control,97.58071432500986,2024-01-05 08:00:00,mobile,35-44
user_000105,control,106.06076285221808,2024-01-05 09:00:00,tablet,18-24
user_000106,control,128.29278851815795,2024-01-05 10:00:00,tablet,18-24
user_000107,control,102.61866719247759,2024-01-05 11:00:00,mobile,18-24
user_000108,control,103.86325586084146,2024-01-05 12:00:00,tablet,25-34
user_000109,control,98.8833112635075,2024-01-05 13:00:00,desktop,18-24
user_000110,control,71.21843177051437,2024-01-05 14:00:00,desktop,35-44
user_000111,control,99.60229186826174,2024-01-05 15:00:00,tablet,18-24
user_000112,control,100.90345314911539,2024-01-05 16:00:00,tablet,35-44
user_000113,control,136.9486316872793,2024-01-05 17:00:00,mobile,18-24
user_000114,control,97.11458552828316,2024-01-05 18:00:00,tablet,35-44
user_000115,control,104.52321013500419,2024-01-05 19:00:00,mobile,35-44
user_000116,control,99.47932345442135,2024-01-05 20:00:00,desktop,18-24
user_000117,control,82.46982943570703,2024-01-05 21:00:00,tablet,18-24
user_000118,control,117.14234221772531,2024-01-05 22:00:00,mobile,35-44
user_000119,control,111.27899549030161,2024-01-05 23:00:00,mobile,45+
user_000120,control,111.8654792056457,2024-01-06 00:00:00,desktop,25-34
user_000121,control,86.35918817807891,2024-01-06 01:00:00,tablet,45+
user_000122,control,121.04191466404149,2024-01-06 02:00:00,desktop,45+
user_000123,control,78.97223405811579,2024-01-06 03:00:00,mobile,18-24
user_000124,control,108.80285640700406,2024-01-06 04:00:00,mobile,25-34
user_000125,control,132.85683438714966,2024-01-06 05:00:00,tablet,45+
user_000126,control,85.14195512303968,2024-01-06 06:00:00,mobile,18-24
user_000127,control,91.50553405595842,2024-01-06 07:00:00,tablet,45+
user_000128,control,101.49477047631461,2024-01-06 08:00:00,desktop,45+
user_000129,control,92.44786518825701,2024-01-06 09:00:00,tablet,18-24
user_000130,control,76.74004853400801,2024-01-06 10:00:00,tablet,18-24
user_000131,control,101.0284446220904,2024-01-06 11:00:00,mobile,18-24
user_000132,control,84.06544429410843,2024-01-06 12:00:00,mobile,25-34
user_000133,control,107.10388645952773,2024-01-06 13:00:00,tablet,45+
user_000134,control,86.20863648649295,2024-01-06 14:00:00,mobile,18-24
user_000135,control,123.24901607526309,2024-01-06 15:00:00,mobile,35-44
user_000136,control,88.25120061495645,2024-01-06 16:00:00,mobile,45+
user_000137,control,95.16907725691486,2024-01-06 17:00:00,tablet,35-44
user_000138,control,112.20275826054504,2024-01-06 18:00:00,mobile,25-34
user_000139,control,81.53703525349067,2024-01-06 19:00:00,tablet,18-24
user_000140,control,103.41189901906193,2024-01-06 20:00:00,mobile,35-44
user_000141,control,119.60714131423643,2024-01-06 21:00:00,desktop,25-34
user_000142,control,75.88775148158159,2024-01-06 22:00:00,mobile,18-24
user_000143,control,102.76950787798457,2024-01-06 23:00:00,mobile,35-44
user_000144,control,103.89824191372635,2024-01-07 00:00:00,tablet,35-44
user_000145,control,111.72734307665965,2024-01-07 01:00:00,tablet,25-34
user_000146,control,81.44573933682878,2024-01-07 02:00:00,mobile,18-24
user_000147,control,80.19315080373585,2024-01-07 03:00:00,desktop,18-24
user_000148,control,107.82912348425347,2024-01-07 04:00:00,mobile,35-44
user_000149,control,104.45477009849779,2024-01-07 05:00:00,mobile,35-44
user_000150,control,103.75739275518815,2024-01-07 06:00:00,desktop,35-44
user_000151,control,105.19672314245463,2024-01-07 07:00:00,tablet,18-24
user_000152,control,89.79962917632264,2024-01-07 08:00:00,mobile,25-34
user_000153,control,103.48380545741506,2024-01-07 09:00:00,tablet,25-34
user_000154,control,104.39608709948021,2024-01-07 10:00:00,tablet,18-24
user_000155,control,89.28472872960448,2024-01-07 11:00:00,desktop,45+
user_000156,control,127.98661766717134,2024-01-07 12:00:00,desktop,25-34
user_000157,control,107.10749381367681,2024-01-07 13:00:00,tablet,35-44
user_000158,control,82.13044754196028,2024-01-07 14:00:00,mobile,45+
user_000159,control,109.84830412950744,2024-01-07 15:00:00,tablet,45+
user_000160,control,85.37977494659017,2024-01-07 16:00:00,mobile,25-34
user_000161,control,111.80626905613678,2024-01-07 17:00:00,mobile,45+
user_000162,control,117.37893368511106,2024-01-07 18:00:00,desktop,45+
user_000163,control,87.68976522472434,2024-01-07 19:00:00,mobile,25-34
user_000164,control,114.45064193866483,2024-01-07 20:00:00,mobile,25-34
user_000165,control,106.19171390404748,2024-01-07 21:00:00,tablet,45+
user_000166,control,112.33090239991735,2024-01-07 22:00:00,desktop,35-44
user_000167,control,128.4518947398092,2024-01-07 23:00:00,mobile,18-24
user_000168,control,96.31917825995694,2024-01-08 00:00:00,mobile,45+
user_000169,control,88.69395753463766,2024-01-08 01:00:00,desktop,45+
user_000170,control,86.65728355561716,2024-01-08 02:00:00,tablet,35-44
user_000171,control,87.76284572551843,2024-01-08 03:00:00,desktop,45+
user_000172,control,98.84347435878844,2024-01-08 04:00:00,desktop,45+
user_000173,control,105.11727962224965,2024-01-08 05:00:00,mobile,18-24
user_000174,control,104.15036198995028,2024-01-08 06:00:00,mobile,18-24
user_000175,control,112.40774873554035,2024-01-08 07:00:00,tablet,18-24
user_000176,control,100.1950283781686,2024-01-08 08:00:00,mobile,25-34
user_000177,control,121.80301115735975,2024-01-08 09:00:00,mobile,25-34
user_000178,control,96.03014750143066,2024-01-08 10:00:00,desktop,18-24
user_000179,control,140.8025374988443,2024-01-08 11:00:00,mobile,18-24
user_000180,control,109.3850102164751,2024-01-08 12:00:00,tablet,25-34
user_000181,control,87.14263665375576,2024-01-08 13:00:00,desktop,35-44
user_000182,control,83.93661252908332,2024-01-08 14:00:00,tablet,45+
user_000183,control,107.23708622864778,2024-01-08 15:00:00,desktop,45+
user_000184,control,96.64805822011223,2024-01-08 16:00:00,mobile,18-24
user_000185,control,110.71000741138138,2024-01-08 17:00:00,desktop,35-44
user_000186,control,107.09856436860318,2024-01-08 18:00:00,desktop,25-34
user_000187,control,98.9075663101469,2024-01-08 19:00:00,mobile,18-24
user_000188,control,87.29809422897392,2024-01-08 20:00:00,mobile,35-44
user_000189,control,77.27729162971204,2024-01-08 21:00:00,tablet,35-44
user_000190,control,93.30227571899468,2024-01-08 22:00:00,tablet,35-44
user_000191,control,112.84598191485209,2024-01-08 23:00:00,mobile,25-34
user_000192,control,103.21140616195306,2024-01-09 00:00:00,mobile,25-34
user_000193,control,81.31391831932018,2024-01-09 01:00:00,mobile,45+
user_000194,control,102.59771388776772,2024-01-09 02:00:00,desktop,45+
user_000195,control,105.77976069593255,2024-01-09 03:00:00,desktop,35-44
user_000196,control,86.742138456983,2024-01-09 04:00:00,desktop,35-44
user_000197,control,102.30587658918292,2024-01-09 05:00:00,mobile,25-34
user_000198,control,100.87313077669,2024-01-09 06:00:00,tablet,45+
user_000199,control,82.85544553254066,2024-01-09 07:00:00,mobile,35-44
user_000200,control,105.36681040522424,2024-01-09 08:00:00,desktop,45+
user_000201,control,108.41176789552351,2024-01-09 09:00:00,desktop,45+
user_000202,control,116.24576864762915,2024-01-09 10:00:00,mobile,35-44
user_000203,control,115.80703078052355,2024-01-09 11:00:00,mobile,25-34
user_000204,control,79.33495948064363,2024-01-09 12:00:00,desktop,35-44
user_000205,control,85.93262440127316,2024-01-09 13:00:00,desktop,35-44
user_000206,control,107.7255290081299,2024-01-09 14:00:00,desktop,45+
user_000207,control,107.70678926368313,2024-01-09 15:00:00,mobile,35-44
user_000208,control,107.72571529459071,2024-01-09 16:00:00,desktop,25-34
user_000209,control,157.7909723598208,2024-01-09 17:00:00,desktop,35-44
user_000210,control,108.5633576603975,2024-01-09 18:00:00,tablet,25-34
user_000211,control,117.03348460270898,2024-01-09 19:00:00,mobile,25-34
user_000212,control,114.31002645239803,2024-01-09 20:00:00,tablet,45+
user_000213,control,109.77086876958697,2024-01-09 21:00:00,tablet,18-24
user_000214,control,95.27096133039481,2024-01-09 22:00:00,desktop,18-24
user_000215,control,111.38453830739901,2024-01-09 23:00:00,mobile,45+
user_000216,control,88.40762178193643,2024-01-10 00:00:00,desktop,35-44
user_000217,control,96.44772089889986,2024-01-10 01:00:00,mobile,45+
user_000218,control,92.71954678256344,2024-01-10 02:00:00,tablet,25-34
user_000219,control,101.22811209079484,2024-01-10 03:00:00,mobile,18-24
user_000220,control,134.71987850010262,2024-01-10 04:00:00,desktop,45+
user_000221,control,71.99102211112378,2024-01-10 05:00:00,desktop,35-44
user_000222,control,110.2939028556177,2024-01-10 06:00:00,desktop,45+
user_000223,control,75.80926193215522,2024-01-10 07:00:00,mobile,18-24
user_000224,control,92.92102201315849,2024-01-10 08:00:00,tablet,45+
user_000225,control,116.33425895451049,2024-01-10 09:00:00,tablet,45+
user_000226,control,100.96420028643195,2024-01-10 10:00:00,mobile,18-24
user_000227,control,83.8338283310604,2024-01-10 11:00:00,desktop,25-34
user_000228,control,89.27044436110047,2024-01-10 12:00:00,tablet,25-34
user_000229,control,110.19396623402014,2024-01-10 13:00:00,desktop,18-24
user_000230,control,89.04450052424295,2024-01-10 14:00:00,mobile,45+
user_000231,control,103.24687884372962,2024-01-10 15:00:00,desktop,18-24
user_000232,control,100.6835775985572,2024-01-10 16:00:00,tablet,25-34
user_000233,control,90.22599478591275,2024-01-10 17:00:00,tablet,35-44
user_000234,control,132.1591613398799,2024-01-10 18:00:00,desktop,45+
user_000235,control,109.50878533477017,2024-01-10 19:00:00,mobile,25-34
user_000236,control,69.6228612001359,2024-01-10 20:00:00,desktop,45+
user_000237,control,102.79681472154141,2024-01-10 21:00:00,mobile,18-24
user_000238,control,90.07320302847418,2024-01-10 22:00:00,desktop,35-44
user_000239,control,112.78650002194335,2024-01-10 23:00:00,tablet,18-24
user_000240,control,88.11218892350949,2024-01-11 00:00:00,mobile,35-44
user_000241,control,98.27895337799652,2024-01-11 01:00:00,mobile,45+
user_000242,control,107.57480918470685,2024-01-11 02:00:00,mobile,45+
user_000243,control,112.98632791255181,2024-01-11 03:00:00,tablet,18-24
user_000244,control,81.99555389416335,2024-01-11 04:00:00,desktop,35-44
user_000245,control,94.98248146238578,2024-01-11 05:00:00,tablet,35-44
user_000246,control,92.87582033258566,2024-01-11 06:00:00,mobile,45+
user_000247,control,90.20006151139432,2024-01-11 07:00:00,desktop,18-24
user_000248,control,126.48181360421646,2024-01-11 08:00:00,tablet,35-44
user_000249,control,106.07472566441433,2024-01-11 09:00:00,mobile,45+
user_000250,control,81.08674068497433,2024-01-11 10:00:00,mobile,25-34
user_000251,control,113.76792920582164,2024-01-11 11:00:00,tablet,18-24
user_000252,control,131.8323429551895,2024-01-11 12:00:00,tablet,25-34
user_000253,control,115.4869789082672,2024-01-11 13:00:00,tablet,18-24
user_000254,control,77.2094505106898,2024-01-11 14:00:00,mobile,45+
user_000255,control,92.73648890700623,2024-01-11 15:00:00,tablet,35-44
user_000256,control,119.00366723779933,2024-01-11 16:00:00,mobile,35-44
user_000257,control,89.38495801571828,2024-01-11 17:00:00,tablet,35-44
user_000258,control,106.65729142219342,2024-01-11 18:00:00,mobile,18-24
user_000259,control,111.61951080144006,2024-01-11 19:00:00,mobile,45+
user_000260,control,86.09604292632875,2024-01-11 20:00:00,desktop,25-34
user_000261,control,99.10711965907299,2024-01-11 21:00:00,tablet,45+
user_000262,control,51.38098989896391,2024-01-11 22:00:00,tablet,25-34
user_000263,control,84.63418537998565,2024-01-11 23:00:00,mobile,18-24
user_000264,control,96.2114777291026,2024-01-12 00:00:00,mobile,18-24
user_000265,control,81.28325227052726,2024-01-12 01:00:00,mobile,25-34
user_000266,control,124.48616955897452,2024-01-12 02:00:00,desktop,25-34
user_000267,control,78.54787933059052,2024-01-12 03:00:00,desktop,25-34
user_000268,control,93.39933269954524,2024-01-12 04:00:00,mobile,45+
user_000269,control,101.96110865929137,2024-01-12 05:00:00,tablet,25-34
user_000270,control,121.61909933599173,2024-01-12 06:00:00,tablet,18-24
user_000271,control,78.46206773230841,2024-01-12 07:00:00,desktop,18-24
user_000272,control,117.4474562823244,2024-01-12 08:00:00,desktop,35-44
user_000273,control,100.1534959152938,2024-01-12 09:00:00,mobile,25-34
user_000274,control,85.27737023428074,2024-01-12 10:00:00,tablet,45+
user_000275,control,106.93155211394907,2024-01-12 11:00:00,mobile,45+
user_000276,control,102.98589543360205,2024-01-12 12:00:00,desktop,45+
user_000277,control,90.99674684261808,2024-01-12 13:00:00,tablet,35-44
user_000278,control,101.04703127485028,2024-01-12 14:00:00,tablet,18-24
user_000279,control,94.2202960470736,2024-01-12 15:00:00,desktop,45+
user_000280,control,101.70276017876873,2024-01-12 16:00:00,mobile,18-24
user_000281,control,109.9319601178157,2024-01-12 17:00:00,mobile,35-44
user_000282,control,123.79025224218029,2024-01-12 18:00:00,tablet,25-34
user_000283,control,81.43276751759726,2024-01-12 19:00:00,desktop,25-34
user_000284,control,131.995500619844,2024-01-12 20:00:00,tablet,25-34
user_000285,control,70.71868300716247,2024-01-12 21:00:00,desktop,45+
user_000286,control,97.72322357446625,2024-01-12 22:00:00,mobile,25-34
user_000287,control,108.82475809726864,2024-01-12 23:00:00,desktop,45+
user_000288,control,104.2148780160255,2024-01-13 00:00:00,mobile,35-44
user_000289,control,90.65950720269109,2024-01-13 01:00:00,desktop,35-44
user_000290,control,96.87816624464087,2024-01-13 02:00:00,tablet,45+
user_000291,control,92.6049859801175,2024-01-13 03:00:00,mobile,18-24
user_000292,control,91.15952864583683,2024-01-13 04:00:00,tablet,25-34
user_000293,control,112.74403145531537,2024-01-13 05:00:00,tablet,25-34
user_000294,control,105.35523228947571,2024-01-13 06:00:00,mobile,25-34
user_000295,control,89.60635607109019,2024-01-13 07:00:00,mobile,45+
user_000296,control,113.49399813149876,2024-01-13 08:00:00,tablet,35-44
user_000297,control,104.60949281314915,2024-01-13 09:00:00,tablet,25-34
user_000298,control,112.1929317825844,2024-01-13 10:00:00,tablet,35-44
user_000299,control,109.44443262885419,2024-01-13 11:00:00,tablet,25-34
user_000300,control,87.56507483616892,2024-01-13 12:00:00,mobile,25-34
user_000301,control,91.59728439704546,2024-01-13 13:00:00,mobile,45+
user_000302,control,111.20940407684893,2024-01-13 14:00:00,tablet,18-24
user_000303,control,109.15555398150197,2024-01-13 15:00:00,desktop,45+
user_000304,control,99.68647609053778,2024-01-13 16:00:00,desktop,25-34
user_000305,control,101.75991074963173,2024-01-13 17:00:00,mobile,25-34
user_000306,control,119.16497343682637,2024-01-13 18:00:00,tablet,18-24
user_000307,control,91.12642916746255,2024-01-13 19:00:00,tablet,35-44
user_000308,control,108.20646071755057,2024-01-13 20:00:00,mobile,35-44
user_000309,control,96.9671102134916,2024-01-13 21:00:00,desktop,25-34
user_000310,control,96.7347819515917,2024-01-13 22:00:00,desktop,35-44
user_000311,control,116.48165277980786,2024-01-13 23:00:00,desktop,25-34
user_000312,control,112.38124523482045,2024-01-14 00:00:00,mobile,18-24
user_000313,control,112.20264454000957,2024-01-14 01:00:00,desktop,18-24
user_000314,control,119.58218210731494,2024-01-14 02:00:00,mobile,25-34
user_000315,control,100.31505762449139,2024-01-14 03:00:00,mobile,18-24
user_000316,control,110.22929456942445,2024-01-14 04:00:00,tablet,45+
user_000317,control,95.34599865109816,2024-01-14 05:00:00,desktop,45+
user_000318,control,104.86249528732664,2024-01-14 06:00:00,mobile,18-24
user_000319,control,98.04785418448473,2024-01-14 07:00:00,desktop,25-34
user_000320,control,101.45493947489078,2024-01-14 08:00:00,desktop,25-34
user_000321,control,108.92735538155371,2024-01-14 09:00:00,tablet,18-24
user_000322,control,87.72668975149791,2024-01-14 10:00:00,desktop,35-44
user_000323,control,131.3858091352819,2024-01-14 11:00:00,tablet,45+
user_000324,control,84.90973927750447,2024-01-14 12:00:00,mobile,35-44
user_000325,control,81.78717080818402,2024-01-14 13:00:00,desktop,25-34
user_000326,control,117.37166310250102,2024-01-14 14:00:00,mobile,25-34
user_000327,control,111.87494040944404,2024-01-14 15:00:00,desktop,35-44
user_000328,control,109.36179725578234,2024-01-14 16:00:00,mobile,18-24
user_000329,control,109.4251826389642,2024-01-14 17:00:00,desktop,35-44
user_000330,control,99.81629840729629,2024-01-14 18:00:00,desktop,35-44
user_000331,control,86.54118442771252,2024-01-14 19:00:00,desktop,45+
user_000332,control,101.1370683729059,2024-01-14 20:00:00,desktop,45+
user_000333,control,89.84257432731832,2024-01-14 21:00:00,desktop,35-44
user_000334,control,114.62679600126627,2024-01-14 22:00:00,desktop,35-44
user_000335,control,97.79413927746792,2024-01-14 23:00:00,desktop,25-34
user_000336,control,87.61754204811233,2024-01-15 00:00:00,desktop,45+
user_000337,control,95.1792123752051,2024-01-15 01:00:00,desktop,45+
user_000338,control,106.19397181413436,2024-01-15 02:00:00,mobile,25-34
user_000339,control,91.54413170794038,2024-01-15 03:00:00,tablet,18-24
user_000340,control,87.66669406650352,2024-01-15 04:00:00,desktop,45+
user_000341,control,103.65530817237868,2024-01-15 05:00:00,tablet,45+
user_000342,control,103.67449856663085,2024-01-15 06:00:00,desktop,18-24
user_000343,control,92.39585236943306,2024-01-15 07:00:00,desktop,45+
user_000344,control,92.93442541572516,2024-01-15 08:00:00,mobile,45+
user_000345,control,103.48074906036454,2024-01-15 09:00:00,mobile,18-24
user_000346,control,78.27873487754013,2024-01-15 10:00:00,tablet,18-24
user_000347,control,78.88804338435168,2024-01-15 11:00:00,mobile,35-44
user_000348,control,89.22333668121345,2024-01-15 12:00:00,mobile,25-34
user_000349,control,96.7982927243223,2024-01-15 13:00:00,tablet,25-34
user_000350,control,104.66361348397007,2024-01-15 14:00:00,mobile,18-24
user_000351,control,122.13034325424329,2024-01-15 15:00:00,desktop,18-24
user_000352,control,112.86489434803029,2024-01-15 16:00:00,tablet,45+
user_000353,control,97.60092205054859,2024-01-15 17:00:00,tablet,35-44
user_000354,control,99.71475688145966,2024-01-15 18:00:00,desktop,35-44
user_000355,control,84.96205953043287,2024-01-15 19:00:00,mobile,18-24
user_000356,control,99.72230296011415,2024-01-15 20:00:00,tablet,45+
user_000357,control,95.67012041619793,2024-01-15 21:00:00,tablet,45+
user_000358,control,104.84077840507135,2024-01-15 22:00:00,desktop,25-34
user_000359,control,87.59153584671516,2024-01-15 23:00:00,desktop,25-34
user_000360,control,107.79019771361759,2024-01-16 00:00:00,mobile,45+
user_000361,control,122.99108369503867,2024-01-16 01:00:00,tablet,25-34
user_000362,control,98.36859777314713,2024-01-16 02:00:00,mobile,18-24
user_000363,control,106.02567583148412,2024-01-16 03:00:00,mobile,45+
user_000364,control,110.35215987566669,2024-01-16 04:00:00,desktop,25-34
user_000365,control,93.98169292171245,2024-01-16 05:00:00,tablet,35-44
user_000366,control,103.36138722715626,2024-01-16 06:00:00,tablet,45+
user_000367,control,100.18888601172692,2024-01-16 07:00:00,tablet,45+
user_000368,control,101.46514147823248,2024-01-16 08:00:00,desktop,35-44
user_000369,control,88.404853242168,2024-01-16 09:00:00,desktop,18-24
user_000370,control,100.36765261388415,2024-01-16 10:00:00,desktop,35-44
user_000371,control,107.46997436868175,2024-01-16 11:00:00,desktop,45+
user_000372,control,121.76715411692562,2024-01-16 12:00:00,desktop,18-24
user_000373,control,114.3890623912781,2024-01-16 13:00:00,tablet,25-34
user_000374,control,132.29773686267333,2024-01-16 14:00:00,mobile,25-34
user_000375,control,88.48978655667926,2024-01-16 15:00:00,tablet,25-34
user_000376,control,113.08480955081018,2024-01-16 16:00:00,mobile,45+
user_000377,control,102.75013008607527,2024-01-16 17:00:00,desktop,35-44
user_000378,control,132.8470439982651,2024-01-16 18:00:00,mobile,18-24
user_000379,control,87.87552571967272,2024-01-16 19:00:00,tablet,25-34
user_000380,control,87.40417236728835,2024-01-16 20:00:00,tablet,18-24
user_000381,control,91.00911031833967,2024-01-16 21:00:00,mobile,45+
user_000382,control,68.1415641353529,2024-01-16 22:00:00,desktop,25-34
user_000383,control,92.11367467478858,2024-01-16 23:00:00,desktop,45+
user_000384,control,88.61301007669454,2024-01-17 00:00:00,tablet,35-44
user_000385,control,102.25590679714311,2024-01-17 01:00:00,mobile,45+
user_000386,control,105.12633963665739,2024-01-17 02:00:00,desktop,45+
user_000387,control,128.1425625882383,2024-01-17 03:00:00,desktop,35-44
user_000388,control,114.25635757279075,2024-01-17 04:00:00,tablet,18-24
user_000389,control,91.34644516506395,2024-01-17 05:00:00,desktop,35-44
